56.47,13.49
88.91,8.27
75.85,7.06
79.98,9.17
57.25,11.29
55.25,3.01
73.54,7.28
83.16,3.78
58.40,1.57
62.25,0.14
87.73,10.55
88.13,5.35
66.96,0.72
65.29,5.63
85.55,13.89
60.77,11.96
79.17,6.87
81.38,5.67
61.87,1.26
83.73,10.93
87.65,11.88
89.73,0.49
56.40,13.83
68.53,12.01
83.41,9.33
73.26,7.82
61.66,5.07
62.40,0.10
80.93,0.80
87.35,12.19
72.60,3.37
76.48,5.27
65.36,0.02
72.07,3.97
68.22,11.00
61.33,4.38
61.21,12.60
70.14,7.61
76.34,7.18
74.15,1.22
82.16,3.30
57.22,10.02
77.86,12.19
61.51,4.84
76.92,1.11
83.38,0.96
55.96,0.96
76.28,3.20
66.18,8.68
74.93,0.25
56.53,2.11
64.31,4.48
83.25,3.18
63.69,12.71
58.88,2.43
67.91,8.75
63.92,0.41
61.03,2.61
56.24,12.39
66.82,11.45
87.83,13.67
85.84,6.36
67.42,9.63
84.87,6.89
57.98,9.43
56.90,3.40
71.00,6.96
66.43,7.01
64.67,9.45
60.86,8.91
83.61,12.27
85.27,9.99
61.50,11.27
58.60,3.11
68.19,6.39
58.71,3.22
72.62,13.80
85.39,11.00
63.60,8.53
70.01,3.11
65.05,7.96
72.79,1.79
63.85,9.57
59.32,0.09
82.07,7.77
79.67,9.55
57.68,4.05
72.17,11.34
76.71,5.73
84.93,10.51
75.15,6.59
63.29,0.10
64.42,8.25
63.46,5.35
82.98,1.80
55.26,11.93
64.38,12.09
61.66,0.69
62.16,11.00
89.10,3.91
87.85,13.77
71.19,0.41
86.30,8.60
56.91,1.15
77.83,8.99
76.55,4.35
73.03,6.96
84.76,8.30
81.13,7.19
67.83,11.01
65.29,1.30
86.68,3.77
88.66,1.48
72.74,6.91
81.09,3.74
63.42,12.79
86.55,12.26
88.58,2.16
72.74,9.78
69.93,9.86
83.89,0.27
75.99,10.62
57.67,8.57
81.87,11.22
55.44,3.66
74.59,11.57
85.64,3.25
72.45,5.22
75.58,4.59
63.59,1.57
84.29,3.78
81.37,6.81
87.66,12.51
83.41,12.25
58.23,13.54
82.53,10.72
67.46,1.17
86.87,0.02
58.13,1.04
59.83,12.71
80.45,9.41
60.65,10.67
71.40,7.40
70.96,9.08
77.54,11.33
79.00,13.98
56.22,4.33
69.35,10.72
78.31,13.81
68.40,4.13
86.41,6.15
68.47,6.19
80.96,11.85
85.63,12.10
86.01,13.26
55.35,7.81
63.26,9.75
84.84,2.93
72.08,12.20
61.38,0.66
85.78,10.75
73.48,5.46
75.94,3.92
89.06,11.15
64.32,2.33
76.37,10.25
81.18,3.95
56.46,1.08
73.25,2.63
72.68,1.34
62.74,9.77
72.15,12.29
66.12,2.53
58.81,1.22
64.68,6.84
65.29,10.77
68.14,2.71
81.85,9.27
77.62,7.51
71.15,3.37
64.71,3.53
83.92,9.56
79.13,0.77
88.53,4.89
78.67,11.90
79.73,3.34
73.83,7.96
61.65,1.73
74.87,3.02
89.22,8.33
55.52,8.13
84.62,13.89
86.90,10.77
82.04,11.18
83.75,3.06
80.85,4.65
83.61,6.84
64.81,5.64
59.96,6.38
74.30,12.47
79.26,2.09
56.60,11.90
71.76,5.46
86.28,6.19
71.95,7.70
77.01,0.63
68.29,11.75
84.35,1.78
76.21,13.60
88.43,8.34
85.20,13.06
83.57,3.69
85.97,9.71
78.96,8.71
62.08,11.16
64.01,0.16
82.62,9.66
64.10,0.57
56.92,3.68
58.46,7.10
79.90,9.45
66.44,1.61
64.07,13.23
70.93,5.41
85.44,9.73
87.56,7.20
83.41,0.67
57.88,5.93
89.50,12.25
67.33,10.98
79.33,2.47
81.39,8.68
55.30,13.72
87.81,2.37
55.37,9.04
75.26,2.47
73.46,2.53
75.66,13.44
64.65,11.19
75.69,9.88
63.10,11.84
88.30,5.51
74.05,6.41
68.50,0.69
83.82,10.24
75.14,1.35
67.24,7.28
71.02,9.79
83.53,9.57
64.15,0.28
68.73,13.27
56.18,0.74
56.38,8.69
79.06,11.00
77.46,2.75
57.79,5.47
86.47,11.30
65.49,8.10
86.98,10.00
65.34,2.71
71.22,6.39
68.51,0.27
68.45,0.64
58.88,5.03
69.71,0.65
79.13,4.75
82.05,5.34
63.06,6.92
89.51,7.44
59.35,9.22
87.58,10.49
59.54,4.25
85.66,11.97
76.13,12.65
80.28,9.20
62.20,4.45
81.80,10.76
59.37,4.71
83.90,6.69
60.32,8.74
56.60,2.07
80.50,11.70
65.27,6.01
72.09,10.78
74.20,8.15
65.29,12.93
68.06,9.37
58.01,12.37
75.08,9.00
75.92,11.99
56.37,10.76
61.00,12.44
89.38,7.09
69.32,0.94
74.91,9.99
68.88,1.23
72.47,6.70
59.02,7.41
71.75,3.13
85.09,11.37
75.90,0.48
69.70,7.26
58.34,1.33
67.13,9.26
59.49,6.93
72.40,9.89
79.62,10.71
62.40,10.29
88.78,12.33
56.37,0.55
79.22,6.96
56.14,4.34
61.71,5.74
55.49,11.99
68.28,4.56
66.18,7.51
75.90,9.52
81.29,13.22
58.04,12.68
74.31,3.16
69.73,4.17
69.78,9.24
85.46,5.96
86.83,13.35
79.75,8.18
82.34,3.93
56.34,1.05
76.71,12.37
67.91,3.45
65.20,3.60
56.03,1.06
78.76,10.05
62.29,3.39
85.04,13.98
72.45,8.15
56.48,13.82
84.19,4.10
73.97,11.84
74.54,0.51
64.96,2.29
85.37,7.22
86.55,2.83
62.17,13.03
56.83,9.23
86.11,7.45
87.29,8.54
73.09,13.89
55.26,7.61
69.40,9.97
87.57,0.26
76.42,9.09
77.51,3.93
64.52,2.91
82.49,3.67
79.48,2.32
64.42,11.47
60.32,7.54
67.68,8.60
78.28,13.68
88.39,3.02
85.67,3.80
81.55,5.32
76.99,1.32
84.67,0.75
72.72,5.31
70.08,5.45
77.03,6.12
69.37,9.16
73.11,10.57
89.57,12.38
73.83,3.87
72.63,3.83
89.01,12.98
72.90,0.70
89.76,3.59
86.89,2.57
66.53,4.13
88.10,11.60
87.49,6.75
79.26,3.30
60.30,12.51
86.69,4.74
57.38,2.37
82.50,8.69
78.47,10.05
85.39,11.34
79.54,6.16
83.99,6.85
61.38,4.07
85.32,4.87
68.02,3.85
79.68,0.85
58.80,5.72
82.91,7.52
85.39,0.72
72.22,8.47
73.81,5.35
81.44,2.24
83.90,7.01
62.83,0.61
66.86,12.92
85.21,0.13
85.26,8.29
62.35,3.90
55.06,0.02
68.33,11.48
56.81,0.71
71.59,6.26
86.97,8.73
74.07,8.19
89.97,7.56
70.97,9.84
56.44,12.68
75.37,13.77
73.17,12.55
81.16,7.88
65.98,11.36
66.09,11.57
70.52,11.07
69.05,4.75
78.14,3.64
87.64,6.98
56.42,5.84
72.01,2.46
87.33,5.14
63.98,13.89
60.78,0.92
76.13,1.92
67.82,1.00
79.99,0.39
75.63,8.76
87.03,8.18
75.83,1.32
67.21,4.78
87.20,10.62
65.89,0.23
80.79,5.33
87.80,9.41
86.90,8.98
67.74,3.88
67.27,11.92
74.64,6.10
85.48,4.81
60.29,11.67
79.07,9.28
84.52,10.86
60.92,11.66
65.66,6.95
74.79,4.27
57.94,7.39
61.90,7.65
78.09,4.55
56.46,6.03
68.17,0.61
76.61,3.60
88.91,7.39
84.57,13.82
61.75,13.73
56.54,1.48
80.63,2.29
61.31,9.73
55.15,12.33
72.34,13.54
77.69,12.02
76.39,11.65
72.62,0.16
75.46,12.04
84.69,6.51
79.03,2.93
65.38,4.43
74.42,0.87
82.57,2.22
80.32,1.38
86.49,3.65
66.85,8.84
62.20,8.45
84.99,0.63
73.90,1.93
69.39,11.31
62.19,6.93
59.06,11.52
65.00,3.95
74.01,13.13
82.24,7.92
82.81,7.74
88.50,7.06
89.52,3.11
66.54,12.37
81.44,12.47
58.15,10.25
71.25,4.17
78.22,2.38
85.47,2.19
68.59,10.52
74.38,3.43
80.68,7.93
83.21,9.25
59.34,3.29
57.33,5.13
88.16,11.44
88.54,2.28
66.55,6.81
57.89,12.37
71.30,4.54
65.56,7.35
61.36,5.28
55.41,11.09
88.94,1.82
86.90,5.57
77.93,13.25
63.71,9.98
87.72,9.00
55.32,10.14
79.09,2.09
84.48,9.80
64.62,11.10
81.68,13.24
66.43,9.24
62.78,6.67
64.83,9.72
75.47,11.42
61.05,11.98
80.96,9.84
77.14,9.50
73.53,11.45
81.15,2.51
85.80,6.26
60.50,1.30
64.46,11.57
82.92,0.49
82.56,9.42
62.90,2.71
77.61,4.34
88.72,2.97
70.12,12.32
67.43,1.83
58.04,12.46
55.69,7.52
85.09,12.02
77.67,3.50
57.73,7.14
87.99,4.75
73.35,8.27
67.65,12.19
56.47,0.42
73.33,10.71
70.67,1.75
74.13,4.20
72.17,7.76
65.43,12.04
62.70,12.56
58.05,9.53
61.37,13.61
59.97,2.81
58.17,0.32
83.79,0.94
59.90,8.11
71.44,11.80
74.62,2.90
74.63,6.74
68.81,4.47
67.04,9.91
85.92,7.46
64.19,8.82
85.99,8.66
78.72,8.45
83.42,7.96
68.74,9.15
63.53,2.50
67.46,12.80
88.91,9.69
57.64,9.23
75.80,5.63
79.56,1.63
69.78,10.81
60.13,4.03
82.80,13.82
69.00,3.83
74.04,0.95
83.86,2.83
66.79,7.75
78.39,5.40
85.54,8.84
73.74,1.69
87.66,2.80
61.98,1.90
75.83,5.43
70.62,4.28
71.47,6.06
79.70,2.70
69.25,5.66
75.28,3.46
55.37,2.14
74.92,10.07
74.35,3.01
64.01,7.38
62.36,9.52
72.09,3.57
66.24,11.00
83.37,9.98
70.44,5.92
79.02,1.77
59.31,1.08
76.67,3.93
84.24,13.70
56.41,6.81
75.13,9.89
81.37,11.21
65.42,12.49
59.55,3.85
60.30,12.00
78.53,2.95
60.45,5.71
55.99,7.87
76.45,4.71
85.25,7.48
81.00,1.26
89.17,10.47
89.80,7.80
80.66,12.16
55.82,8.14
69.74,0.22
86.77,9.26
67.60,9.94
69.64,1.66
79.57,11.91
64.05,4.42
63.76,0.12
70.99,3.19
86.64,10.27
86.47,12.51
88.45,6.93
88.93,0.81
65.92,10.86
88.84,6.21
60.23,8.01
64.18,11.11
66.77,5.19
88.69,12.62
63.88,2.55
69.52,6.52
55.71,4.02
70.40,0.65
73.39,0.07
89.40,0.33
66.32,3.03
71.66,4.84
84.84,2.49
56.52,7.08
84.62,2.50
64.93,1.25
72.25,8.98
56.81,6.10
79.81,12.41
59.90,2.90
80.44,3.51
70.21,10.01
72.01,12.35
73.39,6.69
56.94,3.69
68.17,3.22
81.29,11.42
84.21,13.14
86.69,6.18
64.26,3.33
66.60,6.33
64.10,11.83
74.33,2.19
89.03,5.56
88.80,12.44
80.31,0.01
78.97,7.07
67.91,9.44
74.20,7.85
82.65,4.00
60.88,13.79
56.99,12.24
56.95,5.98
62.40,4.95
59.10,7.78
81.83,0.36
87.43,6.48
86.23,7.67
68.69,5.41
80.98,10.03
75.79,3.38
77.89,12.25
70.22,13.72
59.23,13.40
63.95,5.94
83.98,10.07
70.03,1.91
62.78,13.01
55.29,5.88
56.10,7.90
62.26,4.49
62.60,11.05
71.26,0.85
86.03,3.71
81.84,9.76
73.22,10.90
63.69,10.79
55.61,0.94
66.80,10.84
75.79,8.36
78.07,5.10
58.53,3.08
60.76,3.14
76.44,6.00
58.23,9.72
74.09,9.37
85.98,11.90
69.57,11.34
80.74,8.14
73.88,13.46
56.95,3.08
85.12,6.19
88.45,1.00
65.12,0.65
83.34,10.83
76.51,1.23
81.23,9.96
80.24,10.39
64.18,6.64
55.30,9.51
72.43,12.62
76.86,6.04
74.81,8.16
58.18,7.26
89.49,8.49
66.66,8.51
79.23,1.08
74.99,8.38
81.00,6.17
84.80,12.77
56.95,11.85
72.67,2.27
75.74,3.26
85.61,4.30
75.58,6.18
77.84,4.75
80.50,5.45
81.33,9.74
75.46,0.61
79.18,12.72
67.89,9.42
57.83,13.50
85.12,13.15
82.47,2.13
77.16,0.94
72.06,6.03
62.59,4.39
88.92,5.68
57.91,10.69
57.36,0.65
84.38,4.67
55.72,1.92
88.11,1.99
79.31,3.23
72.53,13.44
75.67,6.34
70.99,10.47
67.49,6.17
57.48,4.90
65.74,8.21
60.99,6.95
77.82,2.27
75.61,5.30
86.05,11.44
56.61,13.11
60.99,3.75
83.95,12.93
74.41,3.59
70.23,10.13
58.29,13.34
55.33,10.54
84.99,8.17
73.68,1.77
60.08,5.49
65.90,8.89
64.62,4.85
66.22,6.59
57.03,4.33
57.59,7.62
63.00,2.78
83.28,9.47
56.73,6.64
77.63,9.83
76.84,3.50
58.05,9.05
82.77,9.09
64.73,12.23
73.50,4.03
78.76,10.53
74.09,1.79
68.60,7.96
79.79,2.87
77.55,9.09
81.45,1.91
71.40,12.38
57.33,8.38
58.42,6.43
55.46,11.41
69.68,3.86
77.82,12.37
71.02,13.61
60.50,13.42
61.60,7.88
63.19,7.34
81.90,10.33
71.24,4.85
65.60,1.66
87.98,4.34
56.66,12.00
59.32,6.77
80.16,11.41
56.70,10.54
56.76,2.80
83.73,10.24
64.23,5.43
75.94,10.22
75.86,11.98
63.39,11.36
76.34,8.95
71.33,9.99
89.26,1.58
69.85,5.13
69.58,1.66
72.13,9.88
83.55,9.61
66.99,6.56
69.22,5.79
84.39,6.42
89.56,1.57
60.77,12.17
88.05,12.61
83.46,6.39
69.51,0.53
89.60,5.92
87.97,0.88
56.40,3.56
77.49,2.83
55.49,3.02
80.35,0.13
69.03,9.15
81.38,8.86
82.89,2.83
76.24,3.25
80.30,13.99
65.65,6.35
64.50,4.67
69.27,3.23
64.62,8.47
87.56,6.88
79.09,3.26
84.46,5.96
80.94,13.73
66.32,13.44
56.72,6.03
73.83,8.03
72.81,9.76
55.65,12.26
84.87,2.21
87.47,4.26
56.01,12.42
80.56,4.31
69.70,1.10
75.57,13.08
89.66,3.98
77.49,0.71
84.95,9.51
71.47,2.57
57.18,2.88
72.62,2.61
69.05,5.91
87.61,4.77
55.07,12.13
75.40,6.86
77.52,7.89
79.03,1.41
68.42,4.68
57.48,0.62
73.68,3.10
58.27,11.19
84.06,9.19
69.74,6.68
73.80,8.91
71.02,0.25
87.06,2.61
68.06,13.60
82.65,8.89
84.13,9.63
68.79,7.46
62.04,11.44
56.43,5.29
59.15,13.26
75.81,2.66
73.53,13.52
70.57,3.76
85.01,12.80
71.58,12.21
82.49,0.87
72.52,13.94
82.70,7.25
63.49,0.70
80.96,10.99
80.40,0.18
67.18,11.98
82.44,13.44
70.67,13.36
65.71,12.47
56.49,10.51
88.46,3.88
78.75,1.46
83.55,8.39
70.71,6.73
79.90,0.16
66.29,3.41
78.54,2.25
82.89,4.89
75.30,12.07
60.59,0.39
85.56,6.62
89.31,9.52
66.29,11.78
60.29,0.02
69.89,4.36
85.12,5.09
58.71,11.89
67.95,11.12
58.06,7.71
82.16,10.64
81.03,12.65
82.37,3.13
57.76,3.45
63.27,6.97
57.50,9.76
81.51,13.54
71.44,9.84
72.86,8.17
68.35,7.73
65.76,1.05
80.96,10.63
80.17,12.16
56.61,4.91
67.37,1.16
74.63,9.57
65.79,4.14
83.40,2.13
65.95,8.40
82.87,5.99
68.34,8.52
64.54,12.42
59.43,0.33
87.75,7.76
84.38,8.32
74.80,5.51
86.14,0.53
85.62,7.66
74.49,3.65
77.62,2.58
74.10,0.27
76.80,3.53
68.11,5.87
60.42,12.19
74.32,12.60
64.23,0.43
71.57,9.05
83.75,1.49
56.35,13.78
85.87,9.94
74.60,6.97
73.20,12.63
87.47,1.17
65.58,2.75
79.18,1.95
63.04,6.19
61.05,8.00
62.01,1.31
56.66,2.36
75.51,0.91
72.75,8.60
57.97,3.41
64.46,2.21
62.21,2.81
76.43,13.32
84.29,1.45
67.13,13.48
74.29,3.15
89.64,0.93
74.28,1.26
73.08,12.94
68.90,5.22
76.60,0.86
81.94,12.01
75.24,7.29
70.98,13.13
62.48,6.05
55.88,10.51
72.56,0.17
87.67,3.97
88.47,4.53
66.65,13.41
56.22,8.15
72.00,13.58
76.78,3.88
68.47,3.87
70.76,9.26
66.58,5.25
60.59,6.67
80.58,2.43
69.29,10.08
73.85,9.68
68.63,0.85
56.97,0.69
67.10,10.75
66.28,13.34
73.16,13.88
76.48,10.07
62.44,7.69
66.14,9.65
65.35,10.04
70.19,5.14
57.92,0.93
62.75,8.41
64.19,3.40
61.07,4.53
73.30,12.71
77.32,10.55
59.02,5.22
61.68,3.08
71.73,11.45
80.29,3.35
89.24,10.63
69.32,2.01
56.57,0.66
61.78,4.80
82.66,12.88
61.37,9.46
68.96,11.93
65.35,6.79
61.59,2.79
64.27,0.95
77.06,1.97
64.29,11.89
85.50,7.28
59.28,5.85
83.38,12.54
55.72,13.84
73.97,10.73
88.47,3.90
73.40,6.19
72.07,10.55
71.04,0.71
73.46,2.71
87.98,6.42
59.61,7.35
66.77,6.53
75.71,4.27
56.47,12.18
89.32,6.34
83.88,9.17
88.78,0.97
64.04,2.55
68.97,4.31
59.77,10.00
67.37,11.50
82.51,12.52
86.70,2.08
61.47,4.53
88.61,10.08
72.80,4.11
56.25,1.50
59.13,5.60
70.24,9.64
72.93,9.73
70.28,11.58
77.23,5.50
72.26,7.33
61.07,6.02
60.16,3.95
72.81,0.84
73.24,8.10
84.11,5.50
67.76,0.36
70.79,4.11
61.30,3.82
89.52,6.95
64.88,3.02
80.90,4.19
87.92,6.43
63.44,12.15
84.45,3.83
57.88,2.28
76.52,5.48
63.77,6.81
81.50,5.14
77.56,4.03
78.62,6.19
66.47,12.29
57.93,0.55
67.11,5.45
63.77,0.45
60.96,2.91
65.79,11.74
71.67,12.47
62.60,11.37
78.01,8.71
71.33,6.54
61.80,8.61
68.30,8.42
57.19,10.32
84.32,13.76
78.14,3.39
70.55,10.59
55.35,14.00
80.73,5.38
63.89,1.85
84.41,5.13
65.38,9.31
58.52,6.01
85.81,12.97
63.69,6.65
76.47,3.93
74.78,6.10
83.00,0.76
58.64,4.08
88.32,10.17
72.49,0.86
67.42,2.77
58.12,2.86
86.59,10.45
72.39,11.64
56.58,6.99
66.29,2.52
86.91,0.73
68.85,0.88
62.63,5.29
63.73,13.31
69.80,9.56
77.90,11.96
72.61,3.42
85.68,7.05
55.69,8.21
83.85,6.99
83.11,13.28
67.48,13.54
71.36,5.98
58.44,1.51
89.52,3.16
87.47,1.19
78.47,4.81
63.07,9.63
83.24,6.24
73.32,11.99
68.99,12.18
58.97,12.14
71.34,0.76
80.71,1.51
74.46,10.71
86.40,2.60
88.41,10.50
85.28,0.26
68.35,4.13
67.26,12.84
87.06,10.50
84.14,11.95
78.17,5.21
80.88,6.85
76.69,0.18
80.27,1.93
63.60,7.77
88.28,3.26
66.17,3.65
64.69,12.62
60.33,4.62
86.06,10.13
70.97,4.41
55.65,5.17
65.81,5.90
62.00,8.82
81.71,10.86
73.00,6.85
84.45,7.64
89.75,6.69
78.40,0.05
86.79,11.59
84.96,11.42
72.25,10.66
84.65,2.99
59.30,8.10
71.66,13.61
75.20,10.50
62.85,11.80
88.11,13.18
84.62,3.24
71.14,9.85
85.03,1.32
76.24,4.93
73.86,9.10
71.33,0.91
81.67,1.30
63.82,4.69
76.69,3.88
72.77,11.29
89.14,3.06
65.74,2.95
56.92,10.72
67.96,0.70
55.34,4.41
84.11,4.20
66.03,5.91
74.09,0.20
74.78,4.40
84.26,2.81
75.10,13.00
69.58,4.07
68.51,12.77
58.06,10.87
62.95,9.02
62.68,6.26
87.21,11.82
82.04,2.38
77.14,8.08
86.52,7.54
81.53,10.34
83.77,11.45
69.01,7.17
71.79,4.33
87.58,10.00
63.00,8.10
55.66,13.20
67.31,8.55
67.18,4.31
70.42,1.28
61.99,6.96
71.19,10.07
59.01,6.72
64.83,10.09
57.23,0.77
89.17,10.65
76.15,5.25
77.80,9.67
66.17,6.18
72.52,3.57
88.72,12.04
58.74,11.94
87.54,7.13
63.44,7.52
66.58,10.77
81.44,13.63
62.38,5.11
65.40,12.72
89.41,10.53
66.17,0.66
71.70,2.12
87.53,4.45
86.31,12.84
80.59,10.05
74.60,5.06
69.07,4.76
77.04,6.86
58.85,8.65
86.33,4.81
64.10,3.19
88.32,8.52
75.30,5.26
89.13,9.09
85.53,4.43
72.63,3.36
72.21,1.09
72.68,0.38
85.18,4.01
83.96,11.37
60.76,7.55
59.48,4.04
57.63,6.82
84.98,12.34
58.30,6.41
65.04,2.66
84.55,9.69
65.44,8.00
69.23,10.63
71.80,12.56
79.76,0.25
77.84,2.82
71.99,1.38
79.30,5.72
66.48,4.57
78.47,9.61
86.34,0.46
67.86,1.92
60.82,13.39
76.62,3.04
67.23,7.68
61.61,2.95
72.76,4.35
62.22,11.09
86.35,4.59
74.96,3.08
72.98,5.91
82.64,10.55
82.86,0.31
57.99,7.87
67.98,12.01
68.74,7.44
76.91,2.96
84.51,4.79
56.58,2.60
63.65,0.46
63.32,5.49
74.93,10.25
84.18,13.08
63.27,7.96
81.41,12.15
71.33,12.74
67.13,4.45
73.41,6.63
62.30,9.57
59.66,7.00
64.17,6.41
57.49,11.12
84.92,5.40
77.26,13.47
68.48,5.83
82.03,3.53
65.71,7.74
71.14,12.64
61.29,11.56
57.98,11.50
69.71,9.87
58.00,13.30
89.07,0.17
75.45,6.27
67.76,3.17
64.83,3.84
82.33,11.94
58.17,1.61
83.61,8.13
76.38,9.44
60.45,4.11
77.16,7.38
83.73,13.06
79.46,9.66
85.32,1.61
61.05,2.75
62.52,2.13
58.65,8.72
57.56,0.03
65.70,5.55
81.89,3.40
76.43,2.39
85.30,1.66
60.91,3.01
81.40,12.34
73.35,9.50
56.32,7.28
82.26,3.49
84.78,10.02
61.88,6.79
79.29,0.36
82.74,7.27
67.96,2.76
78.93,11.34
67.89,5.93
64.95,11.09
81.36,3.27
76.96,5.96
82.01,8.34
84.36,9.77
69.57,1.24
69.38,9.40
77.10,7.93
83.53,12.08
85.32,8.45
84.06,2.58
84.38,1.32
63.10,9.90
78.31,0.11
74.22,5.54
86.81,5.75
76.90,7.70
73.21,1.31
